area_type,availability,location,size,society,total_sqft,bath,balcony,price
Super built-up  Area,Ready To Move,Electronic City Phase II,1 BHK,GrnSpce,548,1.0,1.0,24.59
Built-up  Area,Ready To Move,Marathahalli,2 BHK,GrnSpce,1182,2.0,1.0,74.34
Built-up  Area,Ready To Move,Bisuvanahalli,3 BHK,GrnSpce,1452,3.0,2.0,65.32
Super built-up  Area,Ready To Move,Yelahanka,1 BHK,GrnSpce,682,1.0,2.0,39.91
Super built-up  Area,Ready To Move,Uttarahalli,3 BHK,GrnSpce,1511,3.0,2.0,74.94
Plot  Area,Ready To Move,Bisuvanahalli,2 BHK,GrnSpce,1250,2.0,1.0,52.8
Carpet  Area,Ready To Move,KR Puram,2 BHK,GrnSpce,915,2.0,1.0,44.22
Plot  Area,Ready To Move,Sarjapur Road,2 BHK,GrnSpce,1209,3.0,0.0,85.71
Super built-up  Area,Ready To Move,HSR Layout,1 BHK,GrnSpce,590,1.0,2.0,56.86
Super built-up  Area,Ready To Move,Thanisandra,3 BHK,GrnSpce,1633,3.0,2.0,104.25
Super built-up  Area,Ready To Move,Bellandur,2 BHK,GrnSpce,937,2.0,2.0,72.43
Super built-up  Area,Ready To Move,Marathahalli,4 BHK,GrnSpce,3004,4.0,1.0,203.23
Super built-up  Area,Ready To Move,Malleshwaram,2 BHK,GrnSpce,1184,2.0,2.0,152.19
Super built-up  Area,Ready To Move,Uttarahalli,2 BHK,GrnSpce,952,2.0,1.0,47.53
Super built-up  Area,Ready To Move,Hebbal,3 BHK,GrnSpce,1910,3.0,2.0,182.54
Plot  Area,Ready To Move,Indiranagar,3 BHK,GrnSpce,1614,3.0,3.0,190.49
Built-up  Area,Ready To Move,Sarjapur Road,2 BHK,GrnSpce,1020,2.0,3.0,65.84
Built-up  Area,Ready To Move,Hebbal,3 BHK,GrnSpce,1653,3.0,2.0,146.58
Built-up  Area,Ready To Move,Bannerghatta Road,2 BHK,GrnSpce,1129,2.0,3.0,59.97
Plot  Area,Ready To Move,Rajaji Nagar,3 BHK,GrnSpce,1734,3.0,2.0,184.76
Plot  Area,Ready To Move,Whitefield,4 BHK,GrnSpce,2996,4.0,1.0,193.35
Built-up  Area,Ready To Move,Hebbal,2 BHK,GrnSpce,983,2.0,3.0,81.35
Built-up  Area,Ready To Move,Indiranagar,2 BHK,GrnSpce,1234,3.0,1.0,141.07
Super built-up  Area,Ready To Move,Electronic City Phase II,2 BHK,GrnSpce,1217,3.0,0.0,48.11
Plot  Area,Ready To Move,Sarjapur Road,3 BHK,GrnSpce,1478,3.0,2.0,93.97
Super built-up  Area,Ready To Move,Thanisandra,2 BHK,GrnSpce,967,2.0,1.0,61.41
Super built-up  Area,Ready To Move,Koramangala,2 BHK,GrnSpce,1271,2.0,0.0,139.33
Built-up  Area,Ready To Move,Uttarahalli,3 BHK,GrnSpce,1479,3.0,1.0,75.18
Super built-up  Area,Ready To Move,Rajaji Nagar,1 BHK,GrnSpce,668,1.0,0.0,90.27
Super built-up  Area,Ready To Move,Indiranagar,5 BHK,GrnSpce,4007,5.0,0.0,528.59
Super built-up  Area,Ready To Move,Hebbal,2 BHK,GrnSpce,955,2.0,2.0,78.45
Super built-up  Area,Ready To Move,HSR Layout,3 BHK,GrnSpce,1556,4.0,1.0,137.63
Super built-up  Area,Ready To Move,Bisuvanahalli,3 BHK,GrnSpce,1731,3.0,0.0,69.16
Built-up  Area,Ready To Move,Whitefield,5 BHK,GrnSpce,4559,5.0,2.0,336.25
Super built-up  Area,Ready To Move,Koramangala,4 BHK,GrnSpce,3134,4.0,2.0,414.94
Plot  Area,Ready To Move,Koramangala,3 BHK,GrnSpce,1684,3.0,3.0,240.96
Plot  Area,Ready To Move,Uttarahalli,2 BHK,GrnSpce,930,2.0,3.0,45.17
Super built-up  Area,Ready To Move,Marathahalli,2 BHK,GrnSpce,1204,2.0,3.0,75.9
Plot  Area,Ready To Move,HSR Layout,1 BHK,GrnSpce,723,2.0,1.0,67.63
Super built-up  Area,Ready To Move,Thanisandra,3 BHK,GrnSpce,1680,3.0,1.0,91.56
Super built-up  Area,Ready To Move,HSR Layout,1 BHK,GrnSpce,677,1.0,3.0,64.47
Super built-up  Area,Ready To Move,Uttarahalli,3 BHK,GrnSpce,1956,3.0,0.0,94.99
Super built-up  Area,Ready To Move,KR Puram,3 BHK,GrnSpce,1471,3.0,1.0,65.27
Super built-up  Area,Ready To Move,Kanakapura Road,3 BHK,GrnSpce,1891,3.0,2.0,95.94
Plot  Area,Ready To Move,Bellandur,3 BHK,GrnSpce,1608,3.0,2.0,117.61
Super built-up  Area,Ready To Move,Sarjapur Road,2 BHK,GrnSpce,951,3.0,1.0,58.85
Plot  Area,Ready To Move,Sarjapur Road,2 BHK,GrnSpce,1066,2.0,2.0,75.45
Super built-up  Area,Ready To Move,Kaggadasapura,2 BHK,GrnSpce,1051,3.0,2.0,62.15
Super built-up  Area,Ready To Move,Indiranagar,2 BHK,GrnSpce,1015,2.0,0.0,130.67
Super built-up  Area,Ready To Move,Bellandur,2 BHK,GrnSpce,1259,3.0,2.0,102.82
Plot  Area,Ready To Move,Electronic City,3 BHK,GrnSpce,1596,4.0,0.0,73.48
Plot  Area,Ready To Move,Sarjapur Road,2 BHK,GrnSpce,1269,3.0,1.0,84.54
Super built-up  Area,Ready To Move,Marathahalli,3 BHK,GrnSpce,1494,3.0,3.0,115.52
Built-up  Area,Ready To Move,Bisuvanahalli,2 BHK,GrnSpce,915,2.0,3.0,43.6
Built-up  Area,Ready To Move,HSR Layout,1 BHK,GrnSpce,500,1.0,1.0,55.2
Plot  Area,Ready To Move,Whitefield,5 BHK,GrnSpce,3690,6.0,3.0,277.77
Super built-up  Area,Ready To Move,HSR Layout,2 BHK,GrnSpce,1151,2.0,3.0,103.76
Plot  Area,Ready To Move,Indiranagar,1 BHK,GrnSpce,744,1.0,3.0,95.3
Plot  Area,Ready To Move,Uttarahalli,5 BHK,GrnSpce,4327,5.0,2.0,232.89
Super built-up  Area,Ready To Move,Kanakapura Road,3 BHK,GrnSpce,1908,4.0,2.0,116.56
Super built-up  Area,Ready To Move,Indiranagar,2 BHK,GrnSpce,1077,2.0,0.0,132.52
Super built-up  Area,Ready To Move,Sarjapur Road,2 BHK,GrnSpce,1250,2.0,1.0,78.73
Super built-up  Area,Ready To Move,Kaggadasapura,2 BHK,GrnSpce,1277,3.0,1.0,63.95
Super built-up  Area,Ready To Move,Yelahanka,3 BHK,GrnSpce,1931,3.0,1.0,108.71
Super built-up  Area,Ready To Move,Thanisandra,2 BHK,GrnSpce,1182,2.0,2.0,66.11
Super built-up  Area,Ready To Move,Bellandur,2 BHK,GrnSpce,1211,2.0,3.0,90.72
Super built-up  Area,Ready To Move,Electronic City,2 BHK,GrnSpce,1169,2.0,3.0,41.83
Built-up  Area,Ready To Move,Electronic City,3 BHK,GrnSpce,1905,3.0,3.0,94.96
Super built-up  Area,Ready To Move,Sarjapur Road,1 BHK,GrnSpce,690,1.0,0.0,47.07
Plot  Area,Ready To Move,Whitefield,2 BHK,GrnSpce,1080,2.0,3.0,72.03
Super built-up  Area,Ready To Move,Bisuvanahalli,2 BHK,GrnSpce,1015,2.0,1.0,46.07
Super built-up  Area,Ready To Move,Electronic City Phase II,3 BHK,GrnSpce,1656,3.0,3.0,77.68
Plot  Area,Ready To Move,Bellandur,1 BHK,GrnSpce,548,1.0,3.0,45.8
Built-up  Area,Ready To Move,Whitefield,3 BHK,GrnSpce,1709,4.0,3.0,120.9
Plot  Area,Ready To Move,Kanakapura Road,4 BHK,GrnSpce,2957,4.0,2.0,175.92
Super built-up  Area,Ready To Move,KR Puram,3 BHK,GrnSpce,1907,3.0,2.0,97.46
Super built-up  Area,Ready To Move,Yelahanka,3 BHK,GrnSpce,1703,4.0,1.0,90.19
Built-up  Area,Ready To Move,Indiranagar,3 BHK,GrnSpce,1628,3.0,3.0,203.1
Super built-up  Area,Ready To Move,Whitefield,3 BHK,GrnSpce,1728,3.0,1.0,134.0
Super built-up  Area,Ready To Move,HSR Layout,3 BHK,GrnSpce,1749,4.0,0.0,173.39
Carpet  Area,Ready To Move,Koramangala,5 BHK,GrnSpce,3784,6.0,2.0,561.55
Built-up  Area,Ready To Move,Thanisandra,3 BHK,GrnSpce,1663,3.0,3.0,114.01
Super built-up  Area,Ready To Move,Indiranagar,3 BHK,GrnSpce,1499,3.0,3.0,206.77
Super built-up  Area,Ready To Move,KR Puram,3 BHK,GrnSpce,1489,4.0,0.0,68.05
Built-up  Area,Ready To Move,Koramangala,2 BHK,GrnSpce,929,2.0,1.0,133.1
Super built-up  Area,Ready To Move,Thanisandra,3 BHK,GrnSpce,1445,4.0,0.0,95.68
Carpet  Area,Ready To Move,Marathahalli,1 BHK,GrnSpce,578,1.0,1.0,37.06
Super built-up  Area,Ready To Move,KR Puram,2 BHK,GrnSpce,981,3.0,3.0,53.79
Plot  Area,Ready To Move,Marathahalli,3 BHK,GrnSpce,1775,3.0,1.0,134.07
Plot  Area,Ready To Move,Indiranagar,3 BHK,GrnSpce,1659,4.0,2.0,242.18
Super built-up  Area,Ready To Move,Electronic City,3 BHK,GrnSpce,1466,3.0,3.0,49.73
Super built-up  Area,Ready To Move,Malleshwaram,2 BHK,GrnSpce,1236,3.0,3.0,118.96
Super built-up  Area,Ready To Move,Kaggadasapura,2 BHK,GrnSpce,1034,2.0,0.0,64.55
Super built-up  Area,Ready To Move,Bellandur,2 BHK,GrnSpce,1172,2.0,0.0,80.82
Plot  Area,Ready To Move,Indiranagar,1 BHK,GrnSpce,506,2.0,3.0,82.79
Super built-up  Area,Ready To Move,Malleshwaram,3 BHK,GrnSpce,1557,3.0,3.0,173.95
Super built-up  Area,Ready To Move,Rajaji Nagar,2 BHK,GrnSpce,1173,3.0,1.0,139.45
Super built-up  Area,Ready To Move,Hebbal,2 BHK,GrnSpce,948,2.0,2.0,83.46
Super built-up  Area,Ready To Move,Bellandur,2 BHK,GrnSpce,1116,2.0,2.0,77.16
Super built-up  Area,Ready To Move,KR Puram,3 BHK,GrnSpce,1601,3.0,0.0,81.02
Super built-up  Area,Ready To Move,Malleshwaram,2 BHK,GrnSpce,1025,2.0,0.0,107.94
Built-up  Area,Ready To Move,Bisuvanahalli,3 BHK,GrnSpce,1964,3.0,1.0,71.55
Super built-up  Area,Ready To Move,Hebbal,2 BHK,GrnSpce,1251,2.0,0.0,101.79
Super built-up  Area,Ready To Move,Whitefield,2 BHK,GrnSpce,1250,2.0,3.0,86.35
Super built-up  Area,Ready To Move,Uttarahalli,2 BHK,GrnSpce,994,2.0,1.0,55.07
Built-up  Area,Ready To Move,Malleshwaram,2 BHK,GrnSpce,1056,2.0,3.0,108.73
Plot  Area,Ready To Move,Marathahalli,2 BHK,GrnSpce,1240,2.0,1.0,88.24
Built-up  Area,Ready To Move,Bannerghatta Road,3 BHK,GrnSpce,1524,4.0,0.0,96.85
Built-up  Area,Ready To Move,Electronic City,1 BHK,GrnSpce,505,2.0,3.0,21.86
Super built-up  Area,Ready To Move,Kaggadasapura,1 BHK,GrnSpce,589,1.0,2.0,32.89
Built-up  Area,Ready To Move,Bannerghatta Road,2 BHK,GrnSpce,994,3.0,0.0,68.41
Built-up  Area,Ready To Move,Bannerghatta Road,2 BHK,GrnSpce,1006,2.0,2.0,62.24
Plot  Area,Ready To Move,Electronic City,1 BHK,GrnSpce,515,1.0,1.0,21.59
Super built-up  Area,Ready To Move,Rajaji Nagar,3 BHK,GrnSpce,1653,3.0,0.0,188.3
Super built-up  Area,Ready To Move,Malleshwaram,2 BHK,GrnSpce,926,3.0,3.0,117.61
Plot  Area,Ready To Move,Electronic City,2 BHK,GrnSpce,1251,2.0,2.0,53.84
Super built-up  Area,Ready To Move,Koramangala,3 BHK,GrnSpce,1736,3.0,3.0,222.67
Super built-up  Area,Ready To Move,Thanisandra,3 BHK,GrnSpce,1843,3.0,1.0,105.55
Super built-up  Area,Ready To Move,Kanakapura Road,3 BHK,GrnSpce,1849,3.0,2.0,104.98
Super built-up  Area,Ready To Move,Rajaji Nagar,2 BHK,GrnSpce,1290,3.0,1.0,144.57
Plot  Area,Ready To Move,Bisuvanahalli,1 BHK,GrnSpce,678,1.0,2.0,29.36
Plot  Area,Ready To Move,Bisuvanahalli,2 BHK,GrnSpce,1108,2.0,1.0,44.12
Super built-up  Area,Ready To Move,Bisuvanahalli,2 BHK,GrnSpce,1060,3.0,3.0,50.87
Plot  Area,Ready To Move,Bannerghatta Road,3 BHK,GrnSpce,1774,3.0,1.0,126.92
Super built-up  Area,Ready To Move,Electronic City Phase II,2 BHK,GrnSpce,935,2.0,0.0,39.62
Built-up  Area,Ready To Move,Bisuvanahalli,4 BHK,GrnSpce,2790,4.0,2.0,106.75
Built-up  Area,Ready To Move,Hebbal,3 BHK,GrnSpce,1656,3.0,1.0,143.25
Plot  Area,Ready To Move,Bisuvanahalli,1 BHK,GrnSpce,637,1.0,2.0,26.42
Carpet  Area,Ready To Move,Kaggadasapura,2 BHK,GrnSpce,1124,2.0,1.0,57.37
Built-up  Area,Ready To Move,Electronic City,3 BHK,GrnSpce,1663,3.0,1.0,77.36
Plot  Area,Ready To Move,Kanakapura Road,2 BHK,GrnSpce,1200,2.0,1.0,72.87
Plot  Area,Ready To Move,Whitefield,2 BHK,GrnSpce,1076,2.0,3.0,76.1
Super built-up  Area,Ready To Move,Bannerghatta Road,2 BHK,GrnSpce,1034,2.0,0.0,68.86
Super built-up  Area,Ready To Move,Bannerghatta Road,2 BHK,GrnSpce,1241,2.0,2.0,72.71
Super built-up  Area,Ready To Move,Bisuvanahalli,3 BHK,GrnSpce,1460,3.0,3.0,49.34
Super built-up  Area,Ready To Move,Kaggadasapura,3 BHK,GrnSpce,1967,3.0,1.0,116.72
Built-up  Area,Ready To Move,KR Puram,3 BHK,GrnSpce,1898,3.0,3.0,97.78
Super built-up  Area,Ready To Move,Hebbal,3 BHK,GrnSpce,1692,3.0,0.0,108.58
Super built-up  Area,Ready To Move,Electronic City Phase II,4 BHK,GrnSpce,2891,4.0,2.0,116.87
Super built-up  Area,Ready To Move,Indiranagar,2 BHK,GrnSpce,1064,2.0,3.0,137.57
Super built-up  Area,Ready To Move,Indiranagar,3 BHK,GrnSpce,1404,3.0,0.0,160.67
Plot  Area,Ready To Move,Thanisandra,2 BHK,GrnSpce,955,3.0,2.0,65.14
Plot  Area,Ready To Move,Koramangala,2 BHK,GrnSpce,937,2.0,0.0,125.63
Super built-up  Area,Ready To Move,KR Puram,2 BHK,GrnSpce,1244,2.0,0.0,53.45
Plot  Area,Ready To Move,Malleshwaram,2 BHK,GrnSpce,1244,2.0,0.0,156.77
Built-up  Area,Ready To Move,Kanakapura Road,2 BHK,GrnSpce,973,2.0,3.0,56.27
Plot  Area,Ready To Move,KR Puram,3 BHK,GrnSpce,1526,4.0,3.0,69.84
Plot  Area,Ready To Move,Electronic City Phase II,4 BHK,GrnSpce,3032,4.0,0.0,130.66
Super built-up  Area,Ready To Move,Indiranagar,1 BHK,GrnSpce,721,1.0,1.0,106.52
Plot  Area,Ready To Move,Malleshwaram,3 BHK,GrnSpce,1774,3.0,2.0,214.73
Super built-up  Area,Ready To Move,Malleshwaram,1 BHK,GrnSpce,565,1.0,2.0,73.9
Super built-up  Area,Ready To Move,Bannerghatta Road,4 BHK,GrnSpce,2589,4.0,2.0,197.36
Super built-up  Area,Ready To Move,Whitefield,3 BHK,GrnSpce,1767,3.0,3.0,127.2
Super built-up  Area,Ready To Move,Thanisandra,2 BHK,GrnSpce,1084,2.0,1.0,67.16
Carpet  Area,Ready To Move,Koramangala,1 BHK,GrnSpce,616,1.0,1.0,81.45
Super built-up  Area,Ready To Move,Bellandur,2 BHK,GrnSpce,1231,2.0,2.0,94.86
Plot  Area,Ready To Move,KR Puram,2 BHK,GrnSpce,1282,2.0,1.0,58.92
Super built-up  Area,Ready To Move,Marathahalli,3 BHK,GrnSpce,1941,4.0,1.0,108.2
Super built-up  Area,Ready To Move,KR Puram,2 BHK,GrnSpce,973,2.0,0.0,50.86
Super built-up  Area,Ready To Move,Marathahalli,3 BHK,GrnSpce,1418,3.0,3.0,95.79
Built-up  Area,Ready To Move,Bisuvanahalli,3 BHK,GrnSpce,1451,3.0,0.0,61.22
Super built-up  Area,Ready To Move,Thanisandra,3 BHK,GrnSpce,1423,3.0,0.0,79.98
Super built-up  Area,Ready To Move,Electronic City Phase II,4 BHK,GrnSpce,2703,5.0,1.0,106.51
Super built-up  Area,Ready To Move,Malleshwaram,2 BHK,GrnSpce,1046,2.0,0.0,129.67
Super built-up  Area,Ready To Move,HSR Layout,4 BHK,GrnSpce,3178,4.0,1.0,364.53
Plot  Area,Ready To Move,Rajaji Nagar,2 BHK,GrnSpce,1164,2.0,2.0,132.72
Super built-up  Area,Ready To Move,Bellandur,2 BHK,GrnSpce,1218,3.0,0.0,76.34
Plot  Area,Ready To Move,KR Puram,4 BHK,GrnSpce,2618,5.0,3.0,113.79
Super built-up  Area,Ready To Move,KR Puram,1 BHK,GrnSpce,623,1.0,0.0,32.25
Plot  Area,Ready To Move,Whitefield,3 BHK,GrnSpce,1464,4.0,3.0,85.59
Plot  Area,Ready To Move,Rajaji Nagar,2 BHK,GrnSpce,1098,2.0,0.0,142.7
Super built-up  Area,Ready To Move,Yelahanka,2 BHK,GrnSpce,1108,2.0,0.0,49.98
Plot  Area,Ready To Move,Whitefield,2 BHK,GrnSpce,1151,2.0,2.0,83.11
Super built-up  Area,Ready To Move,Thanisandra,4 BHK,GrnSpce,2915,4.0,2.0,157.47
Super built-up  Area,Ready To Move,Malleshwaram,2 BHK,GrnSpce,933,2.0,2.0,127.94
Super built-up  Area,Ready To Move,Indiranagar,4 BHK,GrnSpce,2514,4.0,3.0,365.03
Carpet  Area,Ready To Move,HSR Layout,2 BHK,GrnSpce,1025,2.0,1.0,86.21
Super built-up  Area,Ready To Move,Bellandur,2 BHK,GrnSpce,1289,3.0,1.0,100.53
Plot  Area,Ready To Move,Malleshwaram,3 BHK,GrnSpce,1814,4.0,0.0,220.17
Built-up  Area,Ready To Move,Bisuvanahalli,2 BHK,GrnSpce,1007,2.0,1.0,40.29
Super built-up  Area,Ready To Move,Kaggadasapura,2 BHK,GrnSpce,1141,2.0,1.0,66.5
Plot  Area,Ready To Move,Whitefield,2 BHK,GrnSpce,986,2.0,3.0,73.27
Super built-up  Area,Ready To Move,Bisuvanahalli,3 BHK,GrnSpce,1696,3.0,0.0,63.4
Super built-up  Area,Ready To Move,Bellandur,3 BHK,GrnSpce,1529,4.0,3.0,113.5
Super built-up  Area,Ready To Move,KR Puram,1 BHK,GrnSpce,726,1.0,1.0,37.32
Built-up  Area,Ready To Move,Kaggadasapura,3 BHK,GrnSpce,1966,3.0,3.0,114.12
Super built-up  Area,Ready To Move,Kaggadasapura,3 BHK,GrnSpce,1826,4.0,2.0,99.99
Super built-up  Area,Ready To Move,Bellandur,2 BHK,GrnSpce,1179,2.0,1.0,78.94
Carpet  Area,Ready To Move,Yelahanka,2 BHK,GrnSpce,1038,2.0,2.0,50.34
Super built-up  Area,Ready To Move,Hebbal,3 BHK,GrnSpce,1532,3.0,1.0,97.75
Plot  Area,Ready To Move,Indiranagar,3 BHK,GrnSpce,1941,3.0,1.0,257.79
Super built-up  Area,Ready To Move,HSR Layout,3 BHK,GrnSpce,1484,3.0,3.0,140.71
Plot  Area,Ready To Move,Marathahalli,3 BHK,GrnSpce,1582,3.0,3.0,119.37
Plot  Area,Ready To Move,Kanakapura Road,2 BHK,GrnSpce,1096,2.0,0.0,73.44
Super built-up  Area,Ready To Move,Kaggadasapura,3 BHK,GrnSpce,1514,3.0,0.0,86.36
Plot  Area,Ready To Move,Rajaji Nagar,2 BHK,GrnSpce,986,2.0,1.0,97.32
Carpet  Area,Ready To Move,Sarjapur Road,3 BHK,GrnSpce,1768,3.0,1.0,103.09
Super built-up  Area,Ready To Move,Uttarahalli,2 BHK,GrnSpce,994,2.0,3.0,48.79
Built-up  Area,Ready To Move,Rajaji Nagar,1 BHK,GrnSpce,653,1.0,2.0,76.33
Super built-up  Area,Ready To Move,Sarjapur Road,1 BHK,GrnSpce,619,1.0,1.0,41.3
Super built-up  Area,Ready To Move,Indiranagar,3 BHK,GrnSpce,1558,4.0,1.0,190.57
Super built-up  Area,Ready To Move,Thanisandra,3 BHK,GrnSpce,1775,3.0,2.0,89.02
Plot  Area,Ready To Move,Electronic City Phase II,2 BHK,GrnSpce,1159,2.0,3.0,48.85
Super built-up  Area,Ready To Move,Whitefield,4 BHK,GrnSpce,2242,4.0,2.0,177.35
Super built-up  Area,Ready To Move,Marathahalli,3 BHK,GrnSpce,1812,3.0,0.0,139.23
Super built-up  Area,Ready To Move,Bannerghatta Road,3 BHK,GrnSpce,1583,3.0,0.0,102.2
Super built-up  Area,Ready To Move,HSR Layout,1 BHK,GrnSpce,500,1.0,1.0,46.3
Plot  Area,Ready To Move,HSR Layout,1 BHK,GrnSpce,542,1.0,3.0,55.15
Plot  Area,Ready To Move,HSR Layout,3 BHK,GrnSpce,1804,4.0,2.0,169.95
Super built-up  Area,Ready To Move,Marathahalli,2 BHK,GrnSpce,1176,2.0,0.0,91.86
Built-up  Area,Ready To Move,Bisuvanahalli,2 BHK,GrnSpce,1059,3.0,1.0,43.15
Plot  Area,Ready To Move,HSR Layout,2 BHK,GrnSpce,1066,2.0,2.0,108.61
Super built-up  Area,Ready To Move,Rajaji Nagar,2 BHK,GrnSpce,942,2.0,0.0,99.93
Super built-up  Area,Ready To Move,Electronic City,1 BHK,GrnSpce,631,1.0,0.0,31.58
Super built-up  Area,Ready To Move,Malleshwaram,3 BHK,GrnSpce,1804,3.0,3.0,205.99
Built-up  Area,Ready To Move,Bellandur,2 BHK,GrnSpce,967,2.0,2.0,68.31
Plot  Area,Ready To Move,Koramangala,2 BHK,GrnSpce,1119,2.0,1.0,151.56
Built-up  Area,Ready To Move,Hebbal,3 BHK,GrnSpce,1983,3.0,3.0,173.07
Super built-up  Area,Ready To Move,Electronic City Phase II,3 BHK,GrnSpce,1535,3.0,1.0,70.43
Super built-up  Area,Ready To Move,Koramangala,2 BHK,GrnSpce,1101,2.0,2.0,160.63
Built-up  Area,Ready To Move,HSR Layout,4 BHK,GrnSpce,2568,4.0,0.0,235.01
Built-up  Area,Ready To Move,Bannerghatta Road,2 BHK,GrnSpce,930,2.0,0.0,59.82
Super built-up  Area,Ready To Move,Sarjapur Road,2 BHK,GrnSpce,1221,2.0,1.0,75.31
Plot  Area,Ready To Move,Electronic City,4 BHK,GrnSpce,3161,5.0,2.0,123.4
Super built-up  Area,Ready To Move,Sarjapur Road,1 BHK,GrnSpce,505,1.0,2.0,37.83
Super built-up  Area,Ready To Move,Koramangala,2 BHK,GrnSpce,1284,2.0,1.0,179.71
Built-up  Area,Ready To Move,Bellandur,3 BHK,GrnSpce,1627,4.0,0.0,117.1
Super built-up  Area,Ready To Move,Marathahalli,2 BHK,GrnSpce,1064,2.0,3.0,80.11
Plot  Area,Ready To Move,Kaggadasapura,2 BHK,GrnSpce,1034,2.0,0.0,48.56
Plot  Area,Ready To Move,Sarjapur Road,2 BHK,GrnSpce,1145,2.0,2.0,64.14
Plot  Area,Ready To Move,Bellandur,3 BHK,GrnSpce,1420,3.0,0.0,123.17
Super built-up  Area,Ready To Move,Electronic City Phase II,3 BHK,GrnSpce,1448,3.0,0.0,56.64
Super built-up  Area,Ready To Move,Yelahanka,2 BHK,GrnSpce,1028,2.0,1.0,52.2
Built-up  Area,Ready To Move,Whitefield,1 BHK,GrnSpce,685,1.0,0.0,40.96
Super built-up  Area,Ready To Move,Kanakapura Road,2 BHK,GrnSpce,1003,2.0,0.0,53.33
Super built-up  Area,Ready To Move,Yelahanka,5 BHK,GrnSpce,4730,5.0,1.0,266.2
Carpet  Area,Ready To Move,Kanakapura Road,2 BHK,GrnSpce,1044,2.0,2.0,65.16
Built-up  Area,Ready To Move,Koramangala,3 BHK,GrnSpce,1550,3.0,1.0,199.88
Carpet  Area,Ready To Move,Electronic City Phase II,2 BHK,GrnSpce,966,2.0,3.0,44.34
Plot  Area,Ready To Move,HSR Layout,2 BHK,GrnSpce,1298,3.0,3.0,116.47
Super built-up  Area,Ready To Move,Marathahalli,2 BHK,GrnSpce,1058,3.0,0.0,72.19
Super built-up  Area,Ready To Move,Bellandur,3 BHK,GrnSpce,1974,3.0,2.0,135.4
Super built-up  Area,Ready To Move,Kanakapura Road,3 BHK,GrnSpce,1902,3.0,2.0,127.12
Carpet  Area,Ready To Move,Koramangala,1 BHK,GrnSpce,589,1.0,0.0,74.24
Super built-up  Area,Ready To Move,Rajaji Nagar,2 BHK,GrnSpce,1042,2.0,3.0,106.86
Super built-up  Area,Ready To Move,Koramangala,3 BHK,GrnSpce,1672,3.0,1.0,202.09
Super built-up  Area,Ready To Move,HSR Layout,1 BHK,GrnSpce,518,1.0,1.0,52.53
Built-up  Area,Ready To Move,Kanakapura Road,2 BHK,GrnSpce,1077,2.0,3.0,56.79
Built-up  Area,Ready To Move,Sarjapur Road,3 BHK,GrnSpce,1926,3.0,0.0,143.4
Super built-up  Area,Ready To Move,Marathahalli,3 BHK,GrnSpce,1895,3.0,3.0,153.1
Plot  Area,Ready To Move,Sarjapur Road,3 BHK,GrnSpce,1949,3.0,2.0,128.74
Super built-up  Area,Ready To Move,Yelahanka,2 BHK,GrnSpce,943,3.0,2.0,53.92
Plot  Area,Ready To Move,Electronic City Phase II,1 BHK,GrnSpce,523,1.0,3.0,24.73
Plot  Area,Ready To Move,Bisuvanahalli,1 BHK,GrnSpce,558,1.0,3.0,22.7
Super built-up  Area,Ready To Move,Malleshwaram,2 BHK,GrnSpce,1084,2.0,3.0,119.45
Super built-up  Area,Ready To Move,Electronic City,2 BHK,GrnSpce,1104,3.0,2.0,54.1
Super built-up  Area,Ready To Move,Kanakapura Road,2 BHK,GrnSpce,1150,2.0,0.0,70.1
Super built-up  Area,Ready To Move,Bellandur,1 BHK,GrnSpce,536,1.0,3.0,46.85
Super built-up  Area,Ready To Move,Koramangala,2 BHK,GrnSpce,902,2.0,2.0,138.77
Super built-up  Area,Ready To Move,Hebbal,2 BHK,GrnSpce,1110,2.0,1.0,102.31
Super built-up  Area,Ready To Move,Marathahalli,3 BHK,GrnSpce,1593,3.0,2.0,108.17
Built-up  Area,Ready To Move,HSR Layout,2 BHK,GrnSpce,998,3.0,1.0,97.84
Carpet  Area,Ready To Move,Whitefield,4 BHK,GrnSpce,2875,4.0,3.0,192.66
Super built-up  Area,Ready To Move,Bisuvanahalli,3 BHK,GrnSpce,1649,4.0,3.0,65.14
Built-up  Area,Ready To Move,KR Puram,3 BHK,GrnSpce,1791,3.0,3.0,81.94
Carpet  Area,Ready To Move,Indiranagar,1 BHK,GrnSpce,518,1.0,1.0,77.62
Super built-up  Area,Ready To Move,Kaggadasapura,4 BHK,GrnSpce,2857,4.0,1.0,150.37
Plot  Area,Ready To Move,Malleshwaram,2 BHK,GrnSpce,1220,3.0,2.0,151.0
Super built-up  Area,Ready To Move,Whitefield,2 BHK,GrnSpce,1250,2.0,0.0,95.14
Carpet  Area,Ready To Move,Bisuvanahalli,3 BHK,GrnSpce,1664,4.0,2.0,61.05
Plot  Area,Ready To Move,Marathahalli,2 BHK,GrnSpce,1170,3.0,0.0,77.48
Super built-up  Area,Ready To Move,Marathahalli,5 BHK,GrnSpce,4606,5.0,1.0,321.03
Super built-up  Area,Ready To Move,Bellandur,2 BHK,GrnSpce,1273,2.0,0.0,89.23
Super built-up  Area,Ready To Move,Bannerghatta Road,2 BHK,GrnSpce,1033,2.0,2.0,72.16
Carpet  Area,Ready To Move,Marathahalli,3 BHK,GrnSpce,1640,3.0,0.0,113.55
