area_type,availability,location,size,society,total_sqft,bath,balcony,price,bhk,price_per_sqft
Carpet  Area,Ready To Move,Koramangala,2 BHK,GrnSpce,993.0,2.0,2.0,121.32,2,12217.522658610273
Carpet  Area,Ready To Move,Koramangala,4 BHK,GrnSpce,3094.0,5.0,1.0,424.11,4,13707.498383968972
Super built-up  Area,Ready To Move,Koramangala,3 BHK,GrnSpce,1613.0,3.0,1.0,201.44,3,12488.530688158711
Built-up  Area,Ready To Move,Koramangala,2 BHK,GrnSpce,1057.0,3.0,2.0,131.12,2,12404.919583727531
Super built-up  Area,Ready To Move,Koramangala,2 BHK,GrnSpce,1122.0,3.0,2.0,153.19,2,13653.297682709448
Built-up  Area,Ready To Move,Koramangala,4 BHK,GrnSpce,2633.0,4.0,2.0,358.27,4,13606.912267375617
Super built-up  Area,Ready To Move,Koramangala,3 BHK,GrnSpce,1524.0,3.0,0.0,195.69,3,12840.551181102363
Built-up  Area,Ready To Move,Koramangala,1 BHK,GrnSpce,552.0,1.0,3.0,67.89,1,12298.91304347826
Super built-up  Area,Ready To Move,Koramangala,3 BHK,GrnSpce,1503.0,3.0,3.0,188.31,3,12528.942115768463
Carpet  Area,Ready To Move,Koramangala,3 BHK,GrnSpce,1881.0,3.0,0.0,244.35,3,12990.43062200957
Super built-up  Area,Ready To Move,Koramangala,3 BHK,GrnSpce,1621.0,3.0,3.0,199.53,3,12309.06847624923
Super built-up  Area,Ready To Move,Koramangala,3 BHK,GrnSpce,1759.0,3.0,3.0,244.3,3,13888.57305287095
Super built-up  Area,Ready To Move,Koramangala,3 BHK,GrnSpce,1919.0,3.0,3.0,265.6,3,13840.541948931737
Super built-up  Area,Ready To Move,Koramangala,1 BHK,GrnSpce,581.0,1.0,1.0,81.99,1,14111.876075731496
Plot  Area,Ready To Move,Koramangala,2 BHK,GrnSpce,1214.0,2.0,0.0,164.2,2,13525.535420098846
Built-up  Area,Ready To Move,Koramangala,2 BHK,GrnSpce,1079.0,2.0,1.0,148.08,2,13723.818350324376
Super built-up  Area,Ready To Move,Koramangala,2 BHK,GrnSpce,966.0,2.0,1.0,124.81,2,12920.289855072464
Super built-up  Area,Ready To Move,Koramangala,3 BHK,GrnSpce,1470.0,4.0,3.0,199.31,3,13558.503401360544
Super built-up  Area,Ready To Move,Malleshwaram,3 BHK,GrnSpce,1800.0,4.0,0.0,235.29,3,13071.666666666666
Carpet  Area,Ready To Move,Malleshwaram,3 BHK,GrnSpce,1625.0,3.0,3.0,187.84,3,11559.384615384615
Built-up  Area,Ready To Move,Malleshwaram,2 BHK,GrnSpce,958.0,3.0,3.0,120.39,2,12566.805845511482
Super built-up  Area,Ready To Move,Malleshwaram,3 BHK,GrnSpce,1923.0,3.0,1.0,229.01,3,11908.996359854395
Super built-up  Area,Ready To Move,Malleshwaram,3 BHK,GrnSpce,1729.0,4.0,0.0,211.99,3,12260.844418739156
Carpet  Area,Ready To Move,Malleshwaram,2 BHK,GrnSpce,1007.0,3.0,1.0,114.6,2,11380.33763654419
Plot  Area,Ready To Move,Malleshwaram,2 BHK,GrnSpce,1099.0,2.0,1.0,129.05,2,11742.493175614196
Super built-up  Area,Ready To Move,Malleshwaram,1 BHK,GrnSpce,734.0,1.0,1.0,94.55,1,12881.471389645776
Super built-up  Area,Ready To Move,Malleshwaram,3 BHK,GrnSpce,1752.0,3.0,0.0,221.52,3,12643.835616438357
Super built-up  Area,Ready To Move,Malleshwaram,2 BHK,GrnSpce,1196.0,2.0,3.0,135.37,2,11318.561872909699
Built-up  Area,Ready To Move,Malleshwaram,2 BHK,GrnSpce,1158.0,2.0,0.0,140.6,2,12141.623488773748
Super built-up  Area,Ready To Move,Malleshwaram,2 BHK,GrnSpce,1055.0,2.0,0.0,119.44,2,11321.32701421801
Super built-up  Area,Ready To Move,Malleshwaram,2 BHK,GrnSpce,1256.0,2.0,0.0,152.36,2,12130.573248407645
Super built-up  Area,Ready To Move,Malleshwaram,3 BHK,GrnSpce,1571.0,4.0,3.0,185.99,3,11838.956078930618
Carpet  Area,Ready To Move,Malleshwaram,3 BHK,GrnSpce,1672.0,4.0,1.0,201.18,3,12032.296650717703
Super built-up  Area,Ready To Move,Malleshwaram,3 BHK,GrnSpce,1837.0,3.0,0.0,202.41,3,11018.508437670114
Plot  Area,Ready To Move,Malleshwaram,3 BHK,GrnSpce,1707.0,4.0,2.0,194.33,3,11384.299941417692
Plot  Area,Ready To Move,Malleshwaram,2 BHK,GrnSpce,1270.0,3.0,1.0,138.78,2,10927.55905511811
Super built-up  Area,Ready To Move,Malleshwaram,2 BHK,GrnSpce,924.0,2.0,0.0,113.81,2,12317.099567099567
Super built-up  Area,Ready To Move,Malleshwaram,4 BHK,GrnSpce,2567.0,4.0,2.0,321.69,4,12531.749123490456
Plot  Area,Ready To Move,Malleshwaram,2 BHK,GrnSpce,1138.0,2.0,2.0,143.38,2,12599.297012302284
Super built-up  Area,Ready To Move,Malleshwaram,2 BHK,GrnSpce,970.0,2.0,1.0,116.27,2,11986.59793814433
Super built-up  Area,Ready To Move,Malleshwaram,2 BHK,GrnSpce,965.0,2.0,3.0,123.7,2,12818.652849740933
Super built-up  Area,Ready To Move,Malleshwaram,3 BHK,GrnSpce,1738.0,4.0,1.0,217.61,3,12520.71346375144
Super built-up  Area,Ready To Move,Malleshwaram,3 BHK,GrnSpce,1450.0,3.0,1.0,172.15,3,11872.413793103447
Built-up  Area,Ready To Move,Malleshwaram,4 BHK,GrnSpce,2729.0,4.0,3.0,300.49,4,11010.993037742763
Built-up  Area,Ready To Move,Malleshwaram,2 BHK,GrnSpce,960.0,2.0,0.0,125.41,2,13063.541666666666
Super built-up  Area,Ready To Move,Malleshwaram,2 BHK,GrnSpce,1178.0,2.0,2.0,137.04,2,11633.27674023769
Built-up  Area,Ready To Move,Malleshwaram,1 BHK,GrnSpce,701.0,1.0,3.0,84.15,1,12004.279600570613
Carpet  Area,Ready To Move,Malleshwaram,3 BHK,GrnSpce,1956.0,3.0,0.0,236.55,3,12093.558282208589
Super built-up  Area,Ready To Move,Malleshwaram,2 BHK,GrnSpce,1278.0,3.0,2.0,151.39,2,11845.852895148668
Super built-up  Area,Ready To Move,Malleshwaram,2 BHK,GrnSpce,1257.0,2.0,2.0,146.14,2,11626.093874303897
Super built-up  Area,Ready To Move,Malleshwaram,2 BHK,GrnSpce,972.0,2.0,2.0,108.26,2,11137.860082304527
Super built-up  Area,Ready To Move,Malleshwaram,3 BHK,GrnSpce,1717.0,4.0,0.0,206.89,3,12049.50495049505
Super built-up  Area,Ready To Move,Malleshwaram,1 BHK,GrnSpce,538.0,1.0,1.0,69.29,1,12879.182156133831
Super built-up  Area,Ready To Move,Malleshwaram,4 BHK,GrnSpce,2346.0,5.0,1.0,268.75,4,11455.669224211424
Super built-up  Area,Ready To Move,Malleshwaram,2 BHK,GrnSpce,1067.0,3.0,0.0,126.45,2,11850.984067478912
Plot  Area,Ready To Move,Malleshwaram,2 BHK,GrnSpce,1065.0,3.0,0.0,131.97,2,12391.549295774648
Built-up  Area,Ready To Move,Malleshwaram,2 BHK,GrnSpce,979.0,3.0,2.0,111.42,2,11381.00102145046
Super built-up  Area,Ready To Move,Malleshwaram,2 BHK,GrnSpce,1101.0,2.0,3.0,135.94,2,12346.957311534969
Built-up  Area,Ready To Move,Malleshwaram,1 BHK,GrnSpce,652.0,1.0,3.0,71.39,1,10949.386503067484
Super built-up  Area,Ready To Move,Malleshwaram,2 BHK,GrnSpce,1110.0,2.0,3.0,124.36,2,11203.603603603604
Super built-up  Area,Ready To Move,Malleshwaram,3 BHK,GrnSpce,1945.0,4.0,0.0,249.58,3,12831.876606683805
Plot  Area,Ready To Move,Malleshwaram,1 BHK,GrnSpce,573.0,2.0,2.0,63.14,1,11019.197207678882
Plot  Area,Ready To Move,Malleshwaram,1 BHK,GrnSpce,625.0,1.0,0.0,79.18,1,12668.800000000001
Super built-up  Area,Ready To Move,Malleshwaram,2 BHK,GrnSpce,1091.0,2.0,0.0,135.97,2,12462.878093492209
Built-up  Area,Ready To Move,Malleshwaram,1 BHK,GrnSpce,667.0,1.0,0.0,75.8,1,11364.31784107946
Super built-up  Area,Ready To Move,Malleshwaram,2 BHK,GrnSpce,981.0,2.0,1.0,122.58,2,12495.412844036697
Built-up  Area,Ready To Move,Malleshwaram,2 BHK,GrnSpce,985.0,2.0,2.0,119.99,2,12181.725888324872
Super built-up  Area,Ready To Move,Malleshwaram,3 BHK,GrnSpce,1587.0,3.0,3.0,208.32,3,13126.654064272212
Super built-up  Area,Ready To Move,Malleshwaram,3 BHK,GrnSpce,1616.0,3.0,3.0,181.69,3,11243.19306930693
Super built-up  Area,Ready To Move,Malleshwaram,2 BHK,GrnSpce,988.0,2.0,3.0,121.3,2,12277.327935222673
Super built-up  Area,Ready To Move,Malleshwaram,2 BHK,GrnSpce,1048.0,2.0,3.0,119.75,2,11426.526717557252
Super built-up  Area,Ready To Move,Malleshwaram,2 BHK,GrnSpce,948.0,2.0,0.0,112.4,2,11856.540084388185
Super built-up  Area,Ready To Move,Malleshwaram,2 BHK,GrnSpce,906.0,3.0,2.0,110.04,2,12145.69536423841
Built-up  Area,Ready To Move,Malleshwaram,2 BHK,GrnSpce,1146.0,3.0,1.0,138.1,2,12050.610820244328
Super built-up  Area,Ready To Move,Malleshwaram,5 BHK,GrnSpce,3693.0,5.0,1.0,463.59,5,12553.208773354996
Super built-up  Area,Ready To Move,Malleshwaram,3 BHK,GrnSpce,1450.0,3.0,1.0,179.41,3,12373.103448275862
Built-up  Area,Ready To Move,Malleshwaram,3 BHK,GrnSpce,1838.0,4.0,0.0,225.38,3,12262.241566920566
Plot  Area,Ready To Move,Malleshwaram,2 BHK,GrnSpce,949.0,2.0,3.0,111.98,2,11799.789251844046
Carpet  Area,Ready To Move,Malleshwaram,3 BHK,GrnSpce,1911.0,4.0,1.0,211.83,3,11084.772370486657
Super built-up  Area,Ready To Move,Malleshwaram,2 BHK,GrnSpce,1184.0,2.0,2.0,152.19,2,12853.885135135135
Super built-up  Area,Ready To Move,Malleshwaram,3 BHK,GrnSpce,1557.0,3.0,3.0,173.95,3,11172.125883108542
Super built-up  Area,Ready To Move,Malleshwaram,2 BHK,GrnSpce,926.0,3.0,3.0,117.61,2,12700.863930885529
Plot  Area,Ready To Move,Malleshwaram,2 BHK,GrnSpce,1244.0,2.0,0.0,156.77,2,12602.090032154343
Plot  Area,Ready To Move,Malleshwaram,3 BHK,GrnSpce,1774.0,3.0,2.0,214.73,3,12104.284103720405
Super built-up  Area,Ready To Move,Malleshwaram,1 BHK,GrnSpce,565.0,1.0,2.0,73.9,1,13079.646017699117
Super built-up  Area,Ready To Move,Malleshwaram,2 BHK,GrnSpce,1046.0,2.0,0.0,129.67,2,12396.749521988526
Plot  Area,Ready To Move,Malleshwaram,3 BHK,GrnSpce,1814.0,4.0,0.0,220.17,3,12137.265711135611
Super built-up  Area,Ready To Move,Malleshwaram,3 BHK,GrnSpce,1804.0,3.0,3.0,205.99,3,11418.514412416851
Super built-up  Area,Ready To Move,Malleshwaram,2 BHK,GrnSpce,1084.0,2.0,3.0,119.45,2,11019.372693726937
Plot  Area,Ready To Move,Malleshwaram,2 BHK,GrnSpce,1220.0,3.0,2.0,151.0,2,12377.04918032787
Super built-up  Area,Ready To Move,Malleshwaram,3 BHK,GrnSpce,1878.0,3.0,1.0,229.44,3,12217.252396166134
Built-up  Area,Ready To Move,Malleshwaram,3 BHK,GrnSpce,1890.0,3.0,2.0,220.12,3,11646.560846560846
Super built-up  Area,Ready To Move,Malleshwaram,2 BHK,GrnSpce,916.0,2.0,0.0,113.47,2,12387.554585152839
Super built-up  Area,Ready To Move,Malleshwaram,3 BHK,GrnSpce,1899.0,3.0,3.0,220.26,3,11598.736176935228
Built-up  Area,Ready To Move,Malleshwaram,1 BHK,GrnSpce,700.0,1.0,2.0,80.95,1,11564.285714285714
Plot  Area,Ready To Move,Malleshwaram,2 BHK,GrnSpce,1024.0,2.0,2.0,129.98,2,12693.359374999998
Super built-up  Area,Ready To Move,Malleshwaram,3 BHK,GrnSpce,1651.0,4.0,3.0,216.86,3,13135.069654754694
Carpet  Area,Ready To Move,Malleshwaram,1 BHK,GrnSpce,550.0,1.0,1.0,68.18,1,12396.363636363638
Plot  Area,Ready To Move,Malleshwaram,2 BHK,GrnSpce,1279.0,2.0,1.0,142.87,2,11170.4456606724
Super built-up  Area,Ready To Move,Malleshwaram,3 BHK,GrnSpce,1915.0,3.0,3.0,225.55,3,11778.067885117494
Super built-up  Area,Ready To Move,Malleshwaram,4 BHK,GrnSpce,2335.0,4.0,1.0,278.55,4,11929.336188436831
Super built-up  Area,Ready To Move,Malleshwaram,3 BHK,GrnSpce,1564.0,4.0,1.0,180.66,3,11551.150895140665
Built-up  Area,Ready To Move,Malleshwaram,2 BHK,GrnSpce,1024.0,2.0,2.0,125.22,2,12228.515625
Super built-up  Area,Ready To Move,Malleshwaram,2 BHK,GrnSpce,1099.0,2.0,0.0,138.88,2,12636.942675159236
Super built-up  Area,Ready To Move,Malleshwaram,4 BHK,GrnSpce,2725.0,4.0,2.0,329.33,4,12085.504587155963
Carpet  Area,Ready To Move,Malleshwaram,2 BHK,GrnSpce,1011.0,2.0,2.0,125.92,2,12454.995054401583
Built-up  Area,Ready To Move,Malleshwaram,3 BHK,GrnSpce,1914.0,3.0,0.0,244.03,3,12749.738766980146
Built-up  Area,Ready To Move,Malleshwaram,2 BHK,GrnSpce,1192.0,2.0,3.0,148.26,2,12437.919463087248
Plot  Area,Ready To Move,Malleshwaram,4 BHK,GrnSpce,2492.0,4.0,1.0,294.58,4,11821.027287319423
Super built-up  Area,Ready To Move,Malleshwaram,3 BHK,GrnSpce,1730.0,3.0,2.0,211.52,3,12226.589595375723
Built-up  Area,Ready To Move,Malleshwaram,4 BHK,GrnSpce,2905.0,5.0,2.0,321.71,4,11074.354561101547
Plot  Area,Ready To Move,Malleshwaram,3 BHK,GrnSpce,1940.0,3.0,0.0,250.8,3,12927.835051546392
Plot  Area,Ready To Move,Malleshwaram,3 BHK,GrnSpce,1868.0,3.0,2.0,243.91,3,13057.28051391863
Super built-up  Area,Ready To Move,Malleshwaram,2 BHK,GrnSpce,940.0,2.0,2.0,108.19,2,11509.574468085106
Built-up  Area,Ready To Move,Malleshwaram,3 BHK,GrnSpce,1831.0,3.0,0.0,224.19,3,12244.12889131622
Super built-up  Area,Ready To Move,Marathahalli,2 BHK,GrnSpce,1085.0,2.0,3.0,80.98,2,7463.594470046083
Built-up  Area,Ready To Move,Marathahalli,1 BHK,GrnSpce,617.0,1.0,1.0,39.78,1,6447.325769854133
Plot  Area,Ready To Move,Marathahalli,3 BHK,GrnSpce,1805.0,3.0,2.0,121.21,3,6715.235457063712
Carpet  Area,Ready To Move,Marathahalli,2 BHK,GrnSpce,913.0,2.0,1.0,61.3,2,6714.129244249726
Plot  Area,Ready To Move,Marathahalli,3 BHK,GrnSpce,1876.0,3.0,0.0,132.91,3,7084.754797441365
Plot  Area,Ready To Move,Marathahalli,3 BHK,GrnSpce,1862.0,3.0,1.0,122.53,3,6580.558539205156
Built-up  Area,Ready To Move,Marathahalli,2 BHK,GrnSpce,1013.0,2.0,0.0,67.36,2,6649.555774925962
Super built-up  Area,Ready To Move,Marathahalli,2 BHK,GrnSpce,1091.0,2.0,2.0,74.09,2,6791.017415215399
Plot  Area,Ready To Move,Marathahalli,3 BHK,GrnSpce,1780.0,4.0,3.0,124.88,3,7015.730337078651
Plot  Area,Ready To Move,Marathahalli,1 BHK,GrnSpce,700.0,1.0,1.0,43.84,1,6262.857142857143
Plot  Area,Ready To Move,Marathahalli,5 BHK,GrnSpce,4146.0,5.0,1.0,278.44,5,6715.870718765074
Super built-up  Area,Ready To Move,Marathahalli,3 BHK,GrnSpce,1413.0,3.0,1.0,97.85,3,6924.982307147912
Plot  Area,Ready To Move,Marathahalli,2 BHK,GrnSpce,993.0,2.0,3.0,71.39,2,7189.32527693857
Built-up  Area,Ready To Move,Marathahalli,5 BHK,GrnSpce,4457.0,5.0,0.0,275.83,5,6188.691945254655
Super built-up  Area,Ready To Move,Marathahalli,1 BHK,GrnSpce,723.0,1.0,1.0,48.85,1,6756.569847856155
Plot  Area,Ready To Move,Marathahalli,3 BHK,GrnSpce,1699.0,4.0,1.0,126.31,3,7434.373160682754
Super built-up  Area,Ready To Move,Marathahalli,1 BHK,GrnSpce,624.0,1.0,1.0,41.02,1,6573.717948717949
Built-up  Area,Ready To Move,Marathahalli,3 BHK,GrnSpce,1629.0,3.0,0.0,113.36,3,6958.870472682627
Super built-up  Area,Ready To Move,Marathahalli,4 BHK,GrnSpce,2475.0,4.0,1.0,154.5,4,6242.424242424242
Built-up  Area,Ready To Move,Marathahalli,4 BHK,GrnSpce,2527.0,4.0,1.0,160.56,4,6353.779184804115
Super built-up  Area,Ready To Move,Marathahalli,1 BHK,GrnSpce,516.0,1.0,2.0,32.63,1,6323.643410852714
Super built-up  Area,Ready To Move,Marathahalli,3 BHK,GrnSpce,1500.0,3.0,2.0,92.53,3,6168.666666666667
Super built-up  Area,Ready To Move,Marathahalli,3 BHK,GrnSpce,1605.0,3.0,0.0,118.59,3,7388.785046728972
Plot  Area,Ready To Move,Marathahalli,3 BHK,GrnSpce,1458.0,3.0,1.0,91.61,3,6283.264746227709
Super built-up  Area,Ready To Move,Marathahalli,2 BHK,GrnSpce,973.0,2.0,3.0,65.05,2,6685.508735868448
Carpet  Area,Ready To Move,Marathahalli,2 BHK,GrnSpce,1005.0,2.0,3.0,63.34,2,6302.487562189055
Super built-up  Area,Ready To Move,Marathahalli,2 BHK,GrnSpce,1115.0,2.0,2.0,76.57,2,6867.26457399103
Super built-up  Area,Ready To Move,Marathahalli,2 BHK,GrnSpce,1205.0,2.0,3.0,84.89,2,7044.813278008299
Plot  Area,Ready To Move,Marathahalli,2 BHK,GrnSpce,954.0,2.0,1.0,64.34,2,6744.234800838574
Built-up  Area,Ready To Move,Marathahalli,3 BHK,GrnSpce,1585.0,3.0,1.0,103.57,3,6534.384858044164
Super built-up  Area,Ready To Move,Marathahalli,3 BHK,GrnSpce,1611.0,3.0,1.0,111.45,3,6918.063314711359
Built-up  Area,Ready To Move,Marathahalli,3 BHK,GrnSpce,1906.0,3.0,0.0,130.65,3,6854.669464847849
Super built-up  Area,Ready To Move,Marathahalli,2 BHK,GrnSpce,952.0,2.0,2.0,70.33,2,7387.605042016807
Super built-up  Area,Ready To Move,Marathahalli,4 BHK,GrnSpce,2223.0,4.0,1.0,160.72,4,7229.869545659019
Super built-up  Area,Ready To Move,Marathahalli,3 BHK,GrnSpce,1869.0,3.0,1.0,121.07,3,6477.795612627074
Super built-up  Area,Ready To Move,Marathahalli,2 BHK,GrnSpce,905.0,2.0,2.0,64.55,2,7132.596685082873
Super built-up  Area,Ready To Move,Marathahalli,3 BHK,GrnSpce,1692.0,3.0,2.0,120.72,3,7134.751773049646
Carpet  Area,Ready To Move,Marathahalli,3 BHK,GrnSpce,1645.0,3.0,0.0,119.7,3,7276.595744680851
Super built-up  Area,Ready To Move,Marathahalli,2 BHK,GrnSpce,995.0,2.0,1.0,62.77,2,6308.542713567839
Super built-up  Area,Ready To Move,Marathahalli,2 BHK,GrnSpce,1258.0,2.0,2.0,86.59,2,6883.147853736089
Plot  Area,Ready To Move,Marathahalli,3 BHK,GrnSpce,1730.0,3.0,1.0,122.42,3,7076.300578034682
Built-up  Area,Ready To Move,Marathahalli,2 BHK,GrnSpce,1090.0,2.0,0.0,78.87,2,7235.779816513761
Plot  Area,Ready To Move,Marathahalli,3 BHK,GrnSpce,1913.0,3.0,1.0,137.04,3,7163.617354939885
Super built-up  Area,Ready To Move,Marathahalli,3 BHK,GrnSpce,1536.0,3.0,0.0,105.26,3,6852.864583333333
Plot  Area,Ready To Move,Marathahalli,2 BHK,GrnSpce,1034.0,2.0,1.0,72.23,2,6985.493230174081
Super built-up  Area,Ready To Move,Marathahalli,3 BHK,GrnSpce,1433.0,3.0,0.0,95.01,3,6630.146545708304
Carpet  Area,Ready To Move,Marathahalli,2 BHK,GrnSpce,1157.0,2.0,1.0,76.72,2,6630.942091616249
Super built-up  Area,Ready To Move,Marathahalli,2 BHK,GrnSpce,1116.0,2.0,2.0,79.52,2,7125.448028673835
Super built-up  Area,Ready To Move,Marathahalli,4 BHK,GrnSpce,2489.0,4.0,2.0,165.18,4,6636.400160707111
Built-up  Area,Ready To Move,Marathahalli,3 BHK,GrnSpce,1867.0,3.0,3.0,127.25,3,6815.747188002142
Plot  Area,Ready To Move,Marathahalli,1 BHK,GrnSpce,538.0,2.0,3.0,33.51,1,6228.624535315985
Plot  Area,Ready To Move,Marathahalli,3 BHK,GrnSpce,1870.0,4.0,1.0,127.94,3,6841.711229946524
Plot  Area,Ready To Move,Marathahalli,1 BHK,GrnSpce,612.0,1.0,0.0,38.32,1,6261.437908496732
Super built-up  Area,Ready To Move,Marathahalli,4 BHK,GrnSpce,3181.0,4.0,1.0,208.85,4,6565.545425966677
Super built-up  Area,Ready To Move,Marathahalli,3 BHK,GrnSpce,1767.0,4.0,2.0,121.6,3,6881.720430107527
Super built-up  Area,Ready To Move,Marathahalli,3 BHK,GrnSpce,1929.0,3.0,3.0,133.62,3,6926.905132192846
Super built-up  Area,Ready To Move,Marathahalli,2 BHK,GrnSpce,970.0,2.0,2.0,66.74,2,6880.41237113402
Built-up  Area,Ready To Move,Marathahalli,2 BHK,GrnSpce,1144.0,2.0,3.0,76.69,2,6703.671328671328
Built-up  Area,Ready To Move,Marathahalli,2 BHK,GrnSpce,1182.0,2.0,1.0,74.34,2,6289.340101522843
Super built-up  Area,Ready To Move,Marathahalli,4 BHK,GrnSpce,3004.0,4.0,1.0,203.23,4,6765.31291611185
Super built-up  Area,Ready To Move,Marathahalli,2 BHK,GrnSpce,1204.0,2.0,3.0,75.9,2,6303.986710963456
Carpet  Area,Ready To Move,Marathahalli,1 BHK,GrnSpce,578.0,1.0,1.0,37.06,1,6411.764705882353
Plot  Area,Ready To Move,Marathahalli,2 BHK,GrnSpce,1240.0,2.0,1.0,88.24,2,7116.129032258064
Super built-up  Area,Ready To Move,Marathahalli,3 BHK,GrnSpce,1418.0,3.0,3.0,95.79,3,6755.289139633286
Super built-up  Area,Ready To Move,Marathahalli,2 BHK,GrnSpce,1058.0,3.0,0.0,72.19,2,6823.2514177693765
Super built-up  Area,Ready To Move,Marathahalli,3 BHK,GrnSpce,1593.0,3.0,2.0,108.17,3,6790.332705586943
Plot  Area,Ready To Move,Marathahalli,2 BHK,GrnSpce,1170.0,3.0,0.0,77.48,2,6622.222222222223
Super built-up  Area,Ready To Move,Marathahalli,5 BHK,GrnSpce,4606.0,5.0,1.0,321.03,5,6969.8219713417275
Carpet  Area,Ready To Move,Marathahalli,3 BHK,GrnSpce,1640.0,3.0,0.0,113.55,3,6923.780487804878
Super built-up  Area,Ready To Move,Marathahalli,3 BHK,GrnSpce,1754.0,4.0,2.0,120.31,3,6859.179019384264
Super built-up  Area,Ready To Move,Marathahalli,3 BHK,GrnSpce,1624.0,3.0,2.0,101.64,3,6258.620689655172
Plot  Area,Ready To Move,Marathahalli,2 BHK,GrnSpce,1084.0,2.0,1.0,66.42,2,6127.306273062731
Super built-up  Area,Ready To Move,Marathahalli,3 BHK,GrnSpce,1817.0,3.0,2.0,111.1,3,6114.474408365438
Plot  Area,Ready To Move,Marathahalli,3 BHK,GrnSpce,1947.0,3.0,1.0,142.43,3,7315.356959424756
Super built-up  Area,Ready To Move,Marathahalli,3 BHK,GrnSpce,1946.0,4.0,0.0,121.01,3,6218.396711202467
Built-up  Area,Ready To Move,Marathahalli,3 BHK,GrnSpce,1542.0,3.0,1.0,111.89,3,7256.160830090791
Plot  Area,Ready To Move,Marathahalli,1 BHK,GrnSpce,656.0,1.0,1.0,47.91,1,7303.3536585365855
Super built-up  Area,Ready To Move,Marathahalli,2 BHK,GrnSpce,1157.0,2.0,2.0,83.11,2,7183.23249783924
Built-up  Area,Ready To Move,Marathahalli,3 BHK,GrnSpce,1798.0,3.0,1.0,123.55,3,6871.523915461624
Super built-up  Area,Ready To Move,Marathahalli,3 BHK,GrnSpce,1735.0,3.0,1.0,113.15,3,6521.613832853026
Super built-up  Area,Ready To Move,Marathahalli,3 BHK,GrnSpce,1603.0,3.0,1.0,118.89,3,7416.718652526512
Plot  Area,Ready To Move,Marathahalli,1 BHK,GrnSpce,698.0,2.0,2.0,49.54,1,7097.421203438395
Built-up  Area,Ready To Move,Marathahalli,4 BHK,GrnSpce,2829.0,4.0,1.0,201.73,4,7130.788264404383
Carpet  Area,Ready To Move,Marathahalli,4 BHK,GrnSpce,2775.0,5.0,2.0,192.79,4,6947.387387387387
Super built-up  Area,Ready To Move,Marathahalli,2 BHK,GrnSpce,1296.0,2.0,1.0,84.71,2,6536.265432098766
Super built-up  Area,Ready To Move,Marathahalli,3 BHK,GrnSpce,1972.0,3.0,1.0,139.41,3,7069.47261663286
Carpet  Area,Ready To Move,Marathahalli,2 BHK,GrnSpce,969.0,2.0,0.0,63.73,2,6576.88338493292
Super built-up  Area,Ready To Move,Marathahalli,2 BHK,GrnSpce,1208.0,2.0,0.0,89.92,2,7443.7086092715235
Carpet  Area,Ready To Move,Marathahalli,3 BHK,GrnSpce,1822.0,3.0,0.0,134.33,3,7372.667398463228
Super built-up  Area,Ready To Move,Marathahalli,2 BHK,GrnSpce,1163.0,2.0,1.0,77.78,2,6687.876182287188
Plot  Area,Ready To Move,Marathahalli,2 BHK,GrnSpce,1117.0,2.0,3.0,70.96,2,6352.730528200536
Super built-up  Area,Ready To Move,Marathahalli,3 BHK,GrnSpce,1910.0,3.0,0.0,139.28,3,7292.146596858639
Super built-up  Area,Ready To Move,Marathahalli,3 BHK,GrnSpce,1489.0,3.0,0.0,103.7,3,6964.405641370047
Plot  Area,Ready To Move,Marathahalli,2 BHK,GrnSpce,1235.0,2.0,3.0,85.1,2,6890.688259109312
Super built-up  Area,Ready To Move,Marathahalli,2 BHK,GrnSpce,1140.0,2.0,2.0,76.66,2,6724.561403508772
Super built-up  Area,Ready To Move,Marathahalli,3 BHK,GrnSpce,1740.0,3.0,0.0,129.76,3,7457.471264367816
Built-up  Area,Ready To Move,Marathahalli,2 BHK,GrnSpce,1112.0,3.0,3.0,81.04,2,7287.769784172663
Built-up  Area,Ready To Move,Marathahalli,2 BHK,GrnSpce,920.0,2.0,3.0,62.63,2,6807.608695652174
Super built-up  Area,Ready To Move,Marathahalli,1 BHK,GrnSpce,671.0,1.0,3.0,42.35,1,6311.475409836065
Super built-up  Area,Ready To Move,Marathahalli,3 BHK,GrnSpce,1545.0,3.0,2.0,95.98,3,6212.297734627832
Super built-up  Area,Ready To Move,Marathahalli,3 BHK,GrnSpce,1742.0,4.0,0.0,114.1,3,6549.942594718714
Built-up  Area,Ready To Move,Marathahalli,3 BHK,GrnSpce,1750.0,3.0,3.0,125.03,3,7144.571428571428
Super built-up  Area,Ready To Move,Marathahalli,3 BHK,GrnSpce,1599.0,3.0,2.0,104.37,3,6527.204502814259
Plot  Area,Ready To Move,Marathahalli,2 BHK,GrnSpce,1121.0,2.0,2.0,78.35,2,6989.295272078501
Super built-up  Area,Ready To Move,Marathahalli,3 BHK,GrnSpce,1875.0,3.0,3.0,134.0,3,7146.666666666667
Super built-up  Area,Ready To Move,Marathahalli,2 BHK,GrnSpce,1077.0,2.0,3.0,75.09,2,6972.1448467966575
Super built-up  Area,Ready To Move,Marathahalli,5 BHK,GrnSpce,4653.0,6.0,2.0,311.75,5,6699.978508489146
